NAICS,NAICS_desc,NAICS_sector_desc,NAICS_3_desc,NAICS_4_desc,NAICS_5_desc
311999,All Other Miscellaneous Food Manufacturing ,Manufacturing,Food Manufacturing,Other Food Manufacturing,All Other Food Manufacturing
312111,Soft Drink Manufacturing ,Manufacturing,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing,Soft Drink and Ice Manufacturing
312112,Bottled Water Manufacturing ,Manufacturing,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing,Soft Drink and Ice Manufacturing
312113,Ice Manufacturing ,Manufacturing,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing,Soft Drink and Ice Manufacturing
312120,Breweries,Manufacturing,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing,Breweries
312130,Wineries ,Manufacturing,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing,Wineries
312140,Distilleries ,Manufacturing,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing,Distilleries
312210,Tobacco Stemming and Redrying,Manufacturing,Beverage and Tobacco Product Manufacturing,Tobacco Manufacturing,Tobacco Stemming and Redrying
312221,Cigarette Manufacturing,Manufacturing,Beverage and Tobacco Product Manufacturing,Tobacco Manufacturing,Tobacco Product Manufacturing
312229,Other Tobacco Product Manufacturing,Manufacturing,Beverage and Tobacco Product Manufacturing,Tobacco Manufacturing,Tobacco Product Manufacturing
312230,Tobacco Manufacturing ,Manufacturing,Beverage and Tobacco Product Manufacturing,Tobacco Manufacturing,Tobacco Manufacturing
313110,"Fiber, Yarn, and Thread Mills ",Manufacturing,Textile Mills,"Fiber, Yarn, and Thread Mills","Fiber, Yarn, and Thread Mills"
313111,Yarn Spinning Mills,Manufacturing,Textile Mills,"Fiber, Yarn, and Thread Mills","Fiber, Yarn, and Thread Mills"
313112,"Yarn Texturizing, Throwing, and Twisting Mills",Manufacturing,Textile Mills,"Fiber, Yarn, and Thread Mills","Fiber, Yarn, and Thread Mills"
313113,Thread Mills,Manufacturing,Textile Mills,"Fiber, Yarn, and Thread Mills","Fiber, Yarn, and Thread Mills"
313210,Broadwoven Fabric Mills,Manufacturing,Textile Mills,Fabric Mills,Broadwoven Fabric Mills
313220,Narrow Fabric Mills and Schiffli Machine Embroidery,Manufacturing,Textile Mills,Fabric Mills,Narrow Fabric Mills and Schiffli Machine Embroidery
313221,Narrow Fabric Mills,Manufacturing,Textile Mills,Fabric Mills,Narrow Fabric Mills and Schiffli Machine Embroidery
313222,Schiffli Machine Embroidery,Manufacturing,Textile Mills,Fabric Mills,Narrow Fabric Mills and Schiffli Machine Embroidery
313230,Nonwoven Fabric Mills,Manufacturing,Textile Mills,Fabric Mills,Nonwoven Fabric Mills
313240,Knit Fabric Mills,Manufacturing,Textile Mills,Fabric Mills,Knit Fabric Mills
313241,Weft Knit Fabric Mills,Manufacturing,Textile Mills,Fabric Mills,Knit Fabric Mills
313249,Other Knit Fabric and Lace Mills,Manufacturing,Textile Mills,Fabric Mills,Knit Fabric Mills
313310,Textile and Fabric Finishing Mills ,Manufacturing,Textile Mills,Textile and Fabric Finishing and Fabric Coating Mills,Textile and Fabric Finishing Mills
313311,Broadwoven Fabric Finishing Mills,Manufacturing,Textile Mills,Textile and Fabric Finishing and Fabric Coating Mills,Textile and Fabric Finishing Mills
313312,Textile and Fabric Finishing (except Broadwoven F,Manufacturing,Textile Mills,Textile and Fabric Finishing and Fabric Coating Mills,Textile and Fabric Finishing Mills
313320,Fabric Coating Mills,Manufacturing,Textile Mills,Textile and Fabric Finishing and Fabric Coating Mills,Fabric Coating Mills
314110,Carpet and Rug Mills,Manufacturing,Textile Product Mills,Textile Furnishings Mills,Carpet and Rug Mills
314120,Curtain and Linen Mills,Manufacturing,Textile Product Mills,Textile Furnishings Mills,Curtain and Linen Mills
314121,Curtain and Drapery Mills,Manufacturing,Textile Product Mills,Textile Furnishings Mills,Curtain and Linen Mills
314129,Other Household Textile Product Mills,Manufacturing,Textile Product Mills,Textile Furnishings Mills,Curtain and Linen Mills
314910,Textile Bag and Canvas Mills ,Manufacturing,Textile Product Mills,Other Textile Product Mills,Textile Bag and Canvas Mills
314911,Textile Bag Mills,Manufacturing,Textile Product Mills,Other Textile Product Mills,Textile Bag and Canvas Mills
314912,Canvas and Related Product Mills,Manufacturing,Textile Product Mills,Other Textile Product Mills,Textile Bag and Canvas Mills
314991,"Rope, Cordage, and Twine Mills",Manufacturing,Textile Product Mills,Other Textile Product Mills,All Other Textile Product Mills
314992,Tire Cord and Tire Fabric Mills,Manufacturing,Textile Product Mills,Other Textile Product Mills,All Other Textile Product Mills
314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills ",Manufacturing,Textile Product Mills,Other Textile Product Mills,All Other Textile Product Mills
314999,All Other Miscellaneous Textile Product Mills ,Manufacturing,Textile Product Mills,Other Textile Product Mills,All Other Textile Product Mills
315110,Hosiery and Sock Mills,Manufacturing,Apparel Manufacturing,Apparel Knitting Mills,Hosiery and Sock Mills
315111,Sheer Hosiery Mills,Manufacturing,Apparel Manufacturing,Apparel Knitting Mills,Hosiery and Sock Mills
315119,Other Hosiery and Sock Mills,Manufacturing,Apparel Manufacturing,Apparel Knitting Mills,Hosiery and Sock Mills
315190,Other Apparel Knitting Mills ,Manufacturing,Apparel Manufacturing,Apparel Knitting Mills,Other Apparel Knitting Mills
315191,Outerwear Knitting Mills,Manufacturing,Apparel Manufacturing,Apparel Knitting Mills,Other Apparel Knitting Mills
315192,Underwear and Nightwear Knitting Mills,Manufacturing,Apparel Manufacturing,Apparel Knitting Mills,Other Apparel Knitting Mills
315210,Cut and Sew Apparel Contractors ,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Cut and Sew Apparel Contractors 
315211,Men's and Boys' Cut and Sew Apparel Contractors,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Cut and Sew Apparel Contractors 
315212,"Women's, Girls', and Infants' Cut and Sew Apparel",Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Cut and Sew Apparel Contractors 
315220,MenÕs and BoysÕ Cut and Sew Apparel Manufacturing ,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,MenÕs and BoysÕ Cut and Sew Apparel Manufacturing 
315221,Men's and Boys' Cut and Sew Underwear and Nightwe,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,MenÕs and BoysÕ Cut and Sew Apparel Manufacturing 
315222,"Men's and Boys' Cut and Sew Suit, Coat, and Overc",Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,MenÕs and BoysÕ Cut and Sew Apparel Manufacturing 
315223,Men's and Boys' Cut and Sew Shirt (except Work Sh,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,MenÕs and BoysÕ Cut and Sew Apparel Manufacturing 
315224,"Men's and Boys' Cut and Sew Trouser, Slack, and J",Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,MenÕs and BoysÕ Cut and Sew Apparel Manufacturing 
315225,Men's and Boys' Cut and Sew Work Clothing Manufac,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,MenÕs and BoysÕ Cut and Sew Apparel Manufacturing 
315228,Men's and Boys' Cut and Sew Other Outerwear Manuf,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,MenÕs and BoysÕ Cut and Sew Apparel Manufacturing 
315231,"Women's and Girls' Cut and Sew Lingerie, Loungewe",Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Women's and Girls' Cut and Sew Apparel Manufactur
315232,Women's and Girls' Cut and Sew Blouse and Shirt M,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Women's and Girls' Cut and Sew Apparel Manufactur
315233,Women's and Girls' Cut and Sew Dress Manufacturin,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Women's and Girls' Cut and Sew Apparel Manufactur
315234,"Women's and Girls' Cut and Sew Suit, Coat, Tailor",Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Women's and Girls' Cut and Sew Apparel Manufactur
315239,Women's and Girls' Cut and Sew Other Outerwear Ma,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Women's and Girls' Cut and Sew Apparel Manufactur
315240,"WomenÕs, GirlsÕ, and InfantsÕ Cut and Sew Apparel Manufacturing ",Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,"WomenÕs, GirlsÕ, and InfantsÕ Cut and Sew Apparel Manufacturing"
315280,Other Cut and Sew Apparel Manufacturing ,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Other Cut and Sew Apparel Manufacturing 
315291,Infants' Cut and Sew Apparel Manufacturing,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Other Cut and Sew Apparel Manufacturing
315292,Fur and Leather Apparel Manufacturing,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Other Cut and Sew Apparel Manufacturing
315299,All Other Cut and Sew Apparel Manufacturing,Manufacturing,Apparel Manufacturing,Cut and Sew Apparel Manufacturing,Other Cut and Sew Apparel Manufacturing
315990,Apparel Accessories and Other Apparel Manufacturing ,Manufacturing,Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing
315991,"Hat, Cap, and Millinery Manufacturing",Manufacturing,Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing
315992,Glove and Mitten Manufacturing,Manufacturing,Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing
315993,Men's and Boys' Neckwear Manufacturing,Manufacturing,Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing
315999,Other Apparel Accessories and Other Apparel Manuf,Manufacturing,Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing
316110,Leather and Hide Tanning and Finishing,Manufacturing,Leather and Allied Product Manufacturing,Leather and Hide Tanning and Finishing,Leather and Hide Tanning and Finishing
316210,Footwear Manufacturing ,Manufacturing,Leather and Allied Product Manufacturing,Footwear Manufacturing,Footwear Manufacturing
316211,Rubber and Plastics Footwear Manufacturing,Manufacturing,Leather and Allied Product Manufacturing,Footwear Manufacturing,Footwear Manufacturing
316212,House Slipper Manufacturing,Manufacturing,Leather and Allied Product Manufacturing,Footwear Manufacturing,Footwear Manufacturing
316213,Men's Footwear (except Athletic) Manufacturing,Manufacturing,Leather and Allied Product Manufacturing,Footwear Manufacturing,Footwear Manufacturing
316214,Women's Footwear (except Athletic) Manufacturing,Manufacturing,Leather and Allied Product Manufacturing,Footwear Manufacturing,Footwear Manufacturing
316219,Other Footwear Manufacturing,Manufacturing,Leather and Allied Product Manufacturing,Footwear Manufacturing,Footwear Manufacturing
316991,Luggage Manufacturing,Manufacturing,Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing
316992,Women's Handbag and Purse Manufacturing ,Manufacturing,Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing
316993,Personal Leather Good (except Women's Handbag and,Manufacturing,Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing
316998,All Other Leather Good and Allied Product Manufacturing ,Manufacturing,Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing
316999,All Other Leather Good Manufacturing,Manufacturing,Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing,Other Leather and Allied Product Manufacturing
321113,Sawmills ,Manufacturing,Wood Product Manufacturing,Sawmills and Wood Preservation,Sawmills and Wood Preservation
321114,Wood Preservation ,Manufacturing,Wood Product Manufacturing,Sawmills and Wood Preservation,Sawmills and Wood Preservation
321211,Hardwood Veneer and Plywood Manufacturing ,Manufacturing,Wood Product Manufacturing,"Veneer, Plywood, and Engineered Wood Product Manufacturing","Veneer, Plywood, and Engineered Wood Product Manufacturing"
321212,Softwood Veneer and Plywood Manufacturing ,Manufacturing,Wood Product Manufacturing,"Veneer, Plywood, and Engineered Wood Product Manufacturing","Veneer, Plywood, and Engineered Wood Product Manufacturing"
321213,Engineered Wood Member (except Truss) Manufacturing ,Manufacturing,Wood Product Manufacturing,"Veneer, Plywood, and Engineered Wood Product Manufacturing","Veneer, Plywood, and Engineered Wood Product Manufacturing"
321214,Truss Manufacturing ,Manufacturing,Wood Product Manufacturing,"Veneer, Plywood, and Engineered Wood Product Manufacturing","Veneer, Plywood, and Engineered Wood Product Manufacturing"
321219,Reconstituted Wood Product Manufacturing ,Manufacturing,Wood Product Manufacturing,"Veneer, Plywood, and Engineered Wood Product Manufacturing","Veneer, Plywood, and Engineered Wood Product Manufacturing"
321911,Wood Window and Door Manufacturing ,Manufacturing,Wood Product Manufacturing,Other Wood Product Manufacturing,Millwork
321912,"Cut Stock, Resawing Lumber, and Planing ",Manufacturing,Wood Product Manufacturing,Other Wood Product Manufacturing,Millwork
321918,Other Millwork (including Flooring) ,Manufacturing,Wood Product Manufacturing,Other Wood Product Manufacturing,Millwork
