NAICS,NAICS_desc,NAICS_sector_desc,NAICS_3_desc,NAICS_4_desc,NAICS_5_desc
339930,"Doll, Toy, and Game Manufacturing",Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,"Doll, Toy, and Game Manufacturing"
339931,Doll and Stuffed Toy Manufacturing,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,"Doll, Toy, and Game Manufacturing"
339932,"Game, Toy, and Children's Vehicle Manufacturing",Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,"Doll, Toy, and Game Manufacturing"
339940,Office Supplies (except Paper) Manufacturing,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,Office Supplies (except Paper) Manufacturing
339941,Pen and Mechanical Pencil Manufacturing,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,Office Supplies (except Paper) Manufacturing
339942,Lead Pencil and Art Good Manufacturing,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,Office Supplies (except Paper) Manufacturing
339943,Marking Device Manufacturing,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,Office Supplies (except Paper) Manufacturing
339944,Carbon Paper and Inked Ribbon Manufacturing,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,Office Supplies (except Paper) Manufacturing
339950,Sign Manufacturing,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,Sign Manufacturing
339991,"Gasket, Packing, and Sealing Device Manufacturing ",Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing
339992,Musical Instrument Manufacturing ,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing
339993,"Fastener, Button, Needle, and Pin Manufacturing ",Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing
339994,"Broom, Brush, and Mop Manufacturing ",Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing
339995,Burial Casket Manufacturing ,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing
339999,All Other Miscellaneous Manufacturing ,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing,All Other Miscellaneous Manufacturing
423110,Automobile and Other Motor Vehicle Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers ,Automobile and Other Motor Vehicle Merchant Wholesalers 
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers ,Motor Vehicle Supplies and New Parts Merchant Wholesalers 
423130,Tire and Tube Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers ,Tire and Tube Merchant Wholesalers 
423140,Motor Vehicle Parts (Used) Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers ,Motor Vehicle Parts (Used) Merchant Wholesalers 
423210,Furniture Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Furniture and Home Furnishing Merchant Wholesalers ,Furniture Merchant Wholesalers 
423220,Home Furnishing Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Furniture and Home Furnishing Merchant Wholesalers ,Home Furnishing Merchant Wholesalers 
423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Lumber and Other Construction Materials Merchant Wholesalers ,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers "
423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Lumber and Other Construction Materials Merchant Wholesalers ,"Brick, Stone, and Related Construction Material Merchant Wholesalers "
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Lumber and Other Construction Materials Merchant Wholesalers ,"Roofing, Siding, and Insulation Material Merchant Wholesalers "
423390,Other Construction Material Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Lumber and Other Construction Materials Merchant Wholesalers ,Other Construction Material Merchant Wholesalers 
423410,Photographic Equipment and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Professional and Commercial Equipment and Supplies Merchant Wholesalers ,Photographic Equipment and Supplies Merchant Wholesalers 
423420,Office Equipment Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Professional and Commercial Equipment and Supplies Merchant Wholesalers ,Office Equipment Merchant Wholesalers 
423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Professional and Commercial Equipment and Supplies Merchant Wholesalers ,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers 
423440,Other Commercial Equipment Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Professional and Commercial Equipment and Supplies Merchant Wholesalers ,Other Commercial Equipment Merchant Wholesalers 
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Professional and Commercial Equipment and Supplies Merchant Wholesalers ,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers "
423460,Ophthalmic Goods Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Professional and Commercial Equipment and Supplies Merchant Wholesalers ,Ophthalmic Goods Merchant Wholesalers 
423490,Other Professional Equipment and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Professional and Commercial Equipment and Supplies Merchant Wholesalers ,Other Professional Equipment and Supplies Merchant Wholesalers 
423510,Metal Service Centers and Other Metal Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Metal and Mineral (except Petroleum) Merchant Wholesalers ,Metal Service Centers and Other Metal Merchant Wholesalers 
423520,Coal and Other Mineral and Ore Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Metal and Mineral (except Petroleum) Merchant Wholesalers ,Coal and Other Mineral and Ore Merchant Wholesalers 
423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Household Appliances and Electrical and Electronic Goods Merchant Wholesalers ,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers "
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Household Appliances and Electrical and Electronic Goods Merchant Wholesalers ,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers "
423690,Other Electronic Parts and Equipment Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Household Appliances and Electrical and Electronic Goods Merchant Wholesalers ,Other Electronic Parts and Equipment Merchant Wholesalers 
423710,Hardware Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers ",Hardware Merchant Wholesalers 
423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers ",Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers 
423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers ",Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers 
423740,Refrigeration Equipment and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers ",Refrigeration Equipment and Supplies Merchant Wholesalers 
423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ","Machinery, Equipment, and Supplies Merchant Wholesalers ",Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers 
423820,Farm and Garden Machinery and Equipment Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ","Machinery, Equipment, and Supplies Merchant Wholesalers ",Farm and Garden Machinery and Equipment Merchant Wholesalers 
423830,Industrial Machinery and Equipment Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ","Machinery, Equipment, and Supplies Merchant Wholesalers ",Industrial Machinery and Equipment Merchant Wholesalers 
423840,Industrial Supplies Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Durable Goods ","Machinery, Equipment, and Supplies Merchant Wholesalers ",Industrial Supplies Merchant Wholesalers 
423850,Service Establishment Equipment and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ","Machinery, Equipment, and Supplies Merchant Wholesalers ",Service Establishment Equipment and Supplies Merchant Wholesalers 
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ","Machinery, Equipment, and Supplies Merchant Wholesalers ",Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers 
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Miscellaneous Durable Goods Merchant Wholesalers ,Sporting and Recreational Goods and Supplies Merchant Wholesalers
423920,Toy and Hobby Goods and Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Miscellaneous Durable Goods Merchant Wholesalers ,Toy and Hobby Goods and Supplies Merchant Wholesalers 
423930,Recyclable Material Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Miscellaneous Durable Goods Merchant Wholesalers ,Recyclable Material Merchant Wholesalers 
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Miscellaneous Durable Goods Merchant Wholesalers ,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers "
423990,Other Miscellaneous Durable Goods Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods ",Miscellaneous Durable Goods Merchant Wholesalers ,Other Miscellaneous Durable Goods Merchant Wholesalers 
424110,Printing and Writing Paper Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Paper and Paper Product Merchant Wholesalers ,Printing and Writing Paper Merchant Wholesalers 
424120,Stationery and Office Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Paper and Paper Product Merchant Wholesalers ,Stationery and Office Supplies Merchant Wholesalers 
424130,Industrial and Personal Service Paper Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Paper and Paper Product Merchant Wholesalers ,Industrial and Personal Service Paper Merchant Wholesalers 
424210,Drugs and Druggists' Sundries Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Drugs and Druggists' Sundries Merchant Wholesalers ,Drugs and Druggists' Sundries Merchant Wholesalers 
424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ","Apparel, Piece Goods, and Notions Merchant Wholesalers ","Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers "
424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ","Apparel, Piece Goods, and Notions Merchant Wholesalers ",Men's and Boys' Clothing and Furnishings Merchant Wholesalers 
424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ","Apparel, Piece Goods, and Notions Merchant Wholesalers ","Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers "
424340,Footwear Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ","Apparel, Piece Goods, and Notions Merchant Wholesalers ",Footwear Merchant Wholesalers 
424410,General Line Grocery Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Grocery and Related Product Merchant Wholesalers ,General Line Grocery Merchant Wholesalers 
424420,Packaged Frozen Food Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Grocery and Related Product Merchant Wholesalers ,Packaged Frozen Food Merchant Wholesalers 
424430,Dairy Product (except Dried or Canned) Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Grocery and Related Product Merchant Wholesalers ,Dairy Product (except Dried or Canned) Merchant Wholesalers 
424440,Poultry and Poultry Product Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Grocery and Related Product Merchant Wholesalers ,Poultry and Poultry Product Merchant Wholesalers 
424450,Confectionery Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Grocery and Related Product Merchant Wholesalers ,Confectionery Merchant Wholesalers 
424460,Fish and Seafood Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Grocery and Related Product Merchant Wholesalers ,Fish and Seafood Merchant Wholesalers 
424470,Meat and Meat Product Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Grocery and Related Product Merchant Wholesalers ,Meat and Meat Product Merchant Wholesalers 
424480,Fresh Fruit and Vegetable Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Grocery and Related Product Merchant Wholesalers ,Fresh Fruit and Vegetable Merchant Wholesalers 
424490,Other Grocery and Related Products Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Grocery and Related Product Merchant Wholesalers ,Other Grocery and Related Products Merchant Wholesalers 
424510,Grain and Field Bean Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Farm Product Raw Material Merchant Wholesalers ,Grain and Field Bean Merchant Wholesalers 
424520,Livestock Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Farm Product Raw Material Merchant Wholesalers ,Livestock Merchant Wholesalers 
424590,Other Farm Product Raw Material Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Farm Product Raw Material Merchant Wholesalers ,Other Farm Product Raw Material Merchant Wholesalers 
424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Chemical and Allied Products Merchant Wholesalers ,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers 
424690,Other Chemical and Allied Products Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Chemical and Allied Products Merchant Wholesalers ,Other Chemical and Allied Products Merchant Wholesalers 
424710,Petroleum Bulk Stations and Terminals ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Petroleum and Petroleum Products Merchant Wholesalers ,Petroleum Bulk Stations and Terminals 
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Petroleum and Petroleum Products Merchant Wholesalers ,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) 
424810,Beer and Ale Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ","Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers ",Beer and Ale Merchant Wholesalers 
424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ","Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers ",Wine and Distilled Alcoholic Beverage Merchant Wholesalers 
424910,Farm Supplies Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Miscellaneous Nondurable Goods Merchant Wholesalers ,Farm Supplies Merchant Wholesalers 
424920,"Book, Periodical, and Newspaper Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Miscellaneous Nondurable Goods Merchant Wholesalers ,"Book, Periodical, and Newspaper Merchant Wholesalers "
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Miscellaneous Nondurable Goods Merchant Wholesalers ,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers "
424940,Tobacco and Tobacco Product Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Miscellaneous Nondurable Goods Merchant Wholesalers ,Tobacco and Tobacco Product Merchant Wholesalers 
424950,"Paint, Varnish, and Supplies Merchant Wholesalers ",Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Miscellaneous Nondurable Goods Merchant Wholesalers ,"Paint, Varnish, and Supplies Merchant Wholesalers "
424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",Miscellaneous Nondurable Goods Merchant Wholesalers ,Other Miscellaneous Nondurable Goods Merchant Wholesalers 
425110,Business to Business Electronic Markets ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers ,Wholesale Electronic Markets and Agents and Brokers ,Business to Business Electronic Markets 
425120,Wholesale Trade Agents and Brokers ,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers ,Wholesale Electronic Markets and Agents and Brokers ,Wholesale Trade Agents and Brokers 
441110,New Car Dealers ,Retail Trade,Motor Vehicle and Parts Dealers ,Automobile Dealers ,New Car Dealers 
441120,Used Car Dealers ,Retail Trade,Motor Vehicle and Parts Dealers ,Automobile Dealers ,Used Car Dealers 
441210,Recreational Vehicle Dealers ,Retail Trade,Motor Vehicle and Parts Dealers ,Other Motor Vehicle Dealers ,Recreational Vehicle Dealers 
441221,Motorcycle Dealers,Retail Trade,Motor Vehicle and Parts Dealers ,Other Motor Vehicle Dealers ,"Motorcycle, Boat, and Other Motor Vehicle Dealers "
441222,Boat Dealers ,Retail Trade,Motor Vehicle and Parts Dealers ,Other Motor Vehicle Dealers ,"Motorcycle, Boat, and Other Motor Vehicle Dealers "
441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers ",Retail Trade,Motor Vehicle and Parts Dealers ,Other Motor Vehicle Dealers ,"Motorcycle, Boat, and Other Motor Vehicle Dealers "
441229,All Other Motor Vehicle Dealers,Retail Trade,Motor Vehicle and Parts Dealers ,Other Motor Vehicle Dealers ,"Motorcycle, Boat, and Other Motor Vehicle Dealers "
441310,Automotive Parts and Accessories Stores ,Retail Trade,Motor Vehicle and Parts Dealers ,"Automotive Parts, Accessories, and Tire Stores ",Automotive Parts and Accessories Stores 
441320,Tire Dealers ,Retail Trade,Motor Vehicle and Parts Dealers ,"Automotive Parts, Accessories, and Tire Stores ",Tire Dealers 
442110,Furniture Stores ,Retail Trade,Furniture and Home Furnishings Stores ,Furniture Stores ,Furniture Stores 
442210,Floor Covering Stores ,Retail Trade,Furniture and Home Furnishings Stores ,Home Furnishings Stores ,Floor Covering Stores 
442291,Window Treatment Stores ,Retail Trade,Furniture and Home Furnishings Stores ,Home Furnishings Stores ,Other Home Furnishings Stores 
442299,All Other Home Furnishings Stores ,Retail Trade,Furniture and Home Furnishings Stores ,Home Furnishings Stores ,Other Home Furnishings Stores 
443111,Household Appliance Stores,Retail Trade,Electronics and Appliance Stores ,Electronics and Appliance Stores ,"Appliance, Television, and Other Electronics Stor"
443112,"Radio, Television, and Other Electronics Stores",Retail Trade,Electronics and Appliance Stores ,Electronics and Appliance Stores ,"Appliance, Television, and Other Electronics Stor"
443120,Computer and Software Stores,Retail Trade,Electronics and Appliance Stores ,Electronics and Appliance Stores ,Computer and Software Stores
443130,Camera and Photographic Supplies Stores,Retail Trade,Electronics and Appliance Stores ,Electronics and Appliance Stores ,Camera and Photographic Supplies Stores
443141,Household Appliance Stores ,Retail Trade,Electronics and Appliance Stores ,Electronics and Appliance Stores ,Electronics and Appliance Stores 
443142,Electronics Stores ,Retail Trade,Electronics and Appliance Stores ,Electronics and Appliance Stores ,Electronics and Appliance Stores 
444110,Home Centers ,Retail Trade,Building Material and Garden Equipment and Supplies Dealers ,Building Material and Supplies Dealers ,Home Centers 
444120,Paint and Wallpaper Stores ,Retail Trade,Building Material and Garden Equipment and Supplies Dealers ,Building Material and Supplies Dealers ,Paint and Wallpaper Stores 
444130,Hardware Stores ,Retail Trade,Building Material and Garden Equipment and Supplies Dealers ,Building Material and Supplies Dealers ,Hardware Stores 
444190,Other Building Material Dealers ,Retail Trade,Building Material and Garden Equipment and Supplies Dealers ,Building Material and Supplies Dealers ,Other Building Material Dealers 
444210,Outdoor Power Equipment Stores ,Retail Trade,Building Material and Garden Equipment and Supplies Dealers ,Lawn and Garden Equipment and Supplies Stores ,Outdoor Power Equipment Stores 
444220,"Nursery, Garden Center, and Farm Supply Stores ",Retail Trade,Building Material and Garden Equipment and Supplies Dealers ,Lawn and Garden Equipment and Supplies Stores ,"Nursery, Garden Center, and Farm Supply Stores "
445110,Supermarkets and Other Grocery (except Convenience) Stores ,Retail Trade,Food and Beverage Stores ,Grocery Stores ,Supermarkets and Other Grocery (except Convenience) Stores 
445120,Convenience Stores ,Retail Trade,Food and Beverage Stores ,Grocery Stores ,Convenience Stores 
445210,Meat Markets ,Retail Trade,Food and Beverage Stores ,Specialty Food Stores ,Meat Markets 
445220,Fish and Seafood Markets ,Retail Trade,Food and Beverage Stores ,Specialty Food Stores ,Fish and Seafood Markets 
445230,Fruit and Vegetable Markets ,Retail Trade,Food and Beverage Stores ,Specialty Food Stores ,Fruit and Vegetable Markets 
445291,Baked Goods Stores ,Retail Trade,Food and Beverage Stores ,Specialty Food Stores ,Other Specialty Food Stores 
445292,Confectionery and Nut Stores ,Retail Trade,Food and Beverage Stores ,Specialty Food Stores ,Other Specialty Food Stores 
445299,All Other Specialty Food Stores ,Retail Trade,Food and Beverage Stores ,Specialty Food Stores ,Other Specialty Food Stores 
445310,"Beer, Wine, and Liquor Stores ",Retail Trade,Food and Beverage Stores ,"Beer, Wine, and Liquor Stores ","Beer, Wine, and Liquor Stores "
446110,Pharmacies and Drug Stores ,Retail Trade,Health and Personal Care Stores ,Health and Personal Care Stores ,Pharmacies and Drug Stores 
446120,"Cosmetics, Beauty Supplies, and Perfume Stores ",Retail Trade,Health and Personal Care Stores ,Health and Personal Care Stores ,"Cosmetics, Beauty Supplies, and Perfume Stores "
446130,Optical Goods Stores ,Retail Trade,Health and Personal Care Stores ,Health and Personal Care Stores ,Optical Goods Stores 
446191,Food (Health) Supplement Stores ,Retail Trade,Health and Personal Care Stores ,Health and Personal Care Stores ,Other Health and Personal Care Stores 
446199,All Other Health and Personal Care Stores ,Retail Trade,Health and Personal Care Stores ,Health and Personal Care Stores ,Other Health and Personal Care Stores 
447110,Gasoline Stations with Convenience Stores ,Retail Trade,Gasoline Stations ,Gasoline Stations ,Gasoline Stations with Convenience Stores 
447190,Other Gasoline Stations ,Retail Trade,Gasoline Stations ,Gasoline Stations ,Other Gasoline Stations 
448110,Men's Clothing Stores ,Retail Trade,Clothing and Clothing Accessories Stores ,Clothing Stores ,Men's Clothing Stores 
448120,Women's Clothing Stores ,Retail Trade,Clothing and Clothing Accessories Stores ,Clothing Stores ,Women's Clothing Stores 
448130,Children's and Infants' Clothing Stores ,Retail Trade,Clothing and Clothing Accessories Stores ,Clothing Stores ,Children's and Infants' Clothing Stores 
448140,Family Clothing Stores ,Retail Trade,Clothing and Clothing Accessories Stores ,Clothing Stores ,Family Clothing Stores 
448150,Clothing Accessories Stores ,Retail Trade,Clothing and Clothing Accessories Stores ,Clothing Stores ,Clothing Accessories Stores 
448190,Other Clothing Stores ,Retail Trade,Clothing and Clothing Accessories Stores ,Clothing Stores ,Other Clothing Stores 
448210,Shoe Stores ,Retail Trade,Clothing and Clothing Accessories Stores ,Shoe Stores ,Shoe Stores 
448310,Jewelry Stores ,Retail Trade,Clothing and Clothing Accessories Stores ,"Jewelry, Luggage, and Leather Goods Stores ",Jewelry Stores 
448320,Luggage and Leather Goods Stores ,Retail Trade,Clothing and Clothing Accessories Stores ,"Jewelry, Luggage, and Leather Goods Stores ",Luggage and Leather Goods Stores 
451110,Sporting Goods Stores ,Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores ","Sporting Goods, Hobby, and Musical Instrument Stores ",Sporting Goods Stores 
451120,"Hobby, Toy, and Game Stores ",Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores ","Sporting Goods, Hobby, and Musical Instrument Stores ","Hobby, Toy, and Game Stores "
451130,"Sewing, Needlework, and Piece Goods Stores ",Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores ","Sporting Goods, Hobby, and Musical Instrument Stores ","Sewing, Needlework, and Piece Goods Stores "
451140,Musical Instrument and Supplies Stores ,Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores ","Sporting Goods, Hobby, and Musical Instrument Stores ",Musical Instrument and Supplies Stores 
451211,Book Stores ,Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores ",Book Stores and News Dealers ,Book Stores and News Dealers 
451212,News Dealers and Newsstands ,Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores ",Book Stores and News Dealers ,Book Stores and News Dealers 
451220,"Prerecorded Tape, Compact Disc, and Record Stores",Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores ",Book Stores and News Dealers ,"Prerecorded Tape, Compact Disc, and Record Stores"
452111,Department Stores (except Discount Department Stores) ,Retail Trade,General Merchandise Stores ,Department Stores ,Department Stores 
452112,Discount Department Stores ,Retail Trade,General Merchandise Stores ,Department Stores ,Department Stores 
452210,Department Stores ,Retail Trade,General Merchandise Stores ,Department Stores ,Department Stores 
452311,Warehouse Clubs and Supercenters ,Retail Trade,General Merchandise Stores ,"General Merchandise Stores, including Warehouse Clubs and Supercenters ","General Merchandise Stores, including Warehouse Clubs and Supercenters "
452319,All Other General Merchandise Stores ,Retail Trade,General Merchandise Stores ,"General Merchandise Stores, including Warehouse Clubs and Supercenters ","General Merchandise Stores, including Warehouse Clubs and Supercenters "
452910,Warehouse Clubs and Supercenters ,Retail Trade,General Merchandise Stores ,Other General Merchandise Stores ,Warehouse Clubs and Supercenters 
452990,All Other General Merchandise Stores ,Retail Trade,General Merchandise Stores ,Other General Merchandise Stores ,All Other General Merchandise Stores 
453110,Florists ,Retail Trade,Miscellaneous Store Retailers ,Florists ,Florists 
453210,Office Supplies and Stationery Stores ,Retail Trade,Miscellaneous Store Retailers ,"Office Supplies, Stationery, and Gift Stores ",Office Supplies and Stationery Stores 
453220,"Gift, Novelty, and Souvenir Stores ",Retail Trade,Miscellaneous Store Retailers ,"Office Supplies, Stationery, and Gift Stores ","Gift, Novelty, and Souvenir Stores "
453310,Used Merchandise Stores ,Retail Trade,Miscellaneous Store Retailers ,Used Merchandise Stores ,Used Merchandise Stores 
